Comunidad Autónoma;Confirmados;Muertes;Día;Población;% de letalidad;% Población contagiada total;% Población fallecida total
Andalucia;12359;1336.0;2020-05-14;8414240;10.809936078970791;0.14688195249957214;0.01587784517674799
Total;229540;27321.0;2020-05-14;48525383;11.902500653480875;0.47303078473383714;0.05630249224411067
Pais Vasco;13219;1454.0;2020-05-14;2207776;10.999319161812542;0.5987473366863305;0.06585813053498181
Navarra;5105;498.0;2020-05-14;2153389;9.755142017629774;0.2370681748629718;0.02312633713648579
Murcia;1532;142.0;2020-05-14;1493898;9.26892950391645;0.10255050880314452;0.009505334366871098
Melilla;119;2.0;2020-05-14;86487;1.680672268907563;0.13759293304196007;0.0023124862696127743
La Rioja;4014;348.0;2020-05-14;316798;8.66965620328849;1.267053453620288;0.10984917834077235
Galicia;9317;601.0;2020-05-14;2699499;6.45057421916926;0.3451381163690003;0.022263390355025135
Extremadura;2923;492.0;2020-05-14;1067710;16.832021895313034;0.2737634751009169;0.046079928070356185
Ceuta;116;4.0;2020-05-14;84777;3.4482758620689653;0.13682956462248017;0.00471826084905104
Madrid;65693;8779.0;2020-05-14;6663394;13.36367649521258;0.985878967985384;0.1317496759159071
Castilla-Leon;18173;1925.0;2020-05-14;2399548;10.59263742915314;0.7573509677655959;0.08022344208159203
Cataluña;55482;5823.0;2020-05-14;7675217;10.4952957716016;0.7228720699362637;0.07586756179010964
Asturias;2356;308.0;2020-05-14;1022800;13.073005093378608;0.23034806413766132;0.030113414157215485
Baleares;1958;216.0;2020-05-14;1149460;11.031664964249234;0.17034085570615767;0.018791432498738537
Valencia;10784;1349.0;2020-05-14;5003769;12.50927299703264;0.21551754287617994;0.02695967779487822
Aragon;5389;836.0;2020-05-14;1319291;15.51308220449063;0.4084769774068041;0.06336736929153614
Cantabria;2256;205.0;2020-05-14;581078;9.086879432624114;0.38824391906078015;0.03527925682954784
Castilla-La Mancha;16470;2852.0;2020-05-14;2032863;17.316332726168792;0.810187405644158;0.14029474686685722
Canarias;2275;151.0;2020-05-14;2153389;6.637362637362638;0.10564742366567303;0.007012202625721595
Extremadura;2933;494.0;2020-05-15;1067710;16.842823048073644;0.27470005900478595;0.04626724485112999
Total;230183;27459.0;2020-05-15;48525383;11.92920415495497;0.47435586443490824;0.05658687948944164
Pais Vasco;13257;1454.0;2020-05-15;2207776;10.967790601191822;0.6004685257924717;0.06585813053498181
Navarra;5116;500.0;2020-05-15;2153389;9.773260359655982;0.23757899757080583;0.023219213992455613
Murcia;1534;143.0;2020-05-15;1493898;9.322033898305085;0.1026843867519737;0.009572273341285683
Melilla;119;2.0;2020-05-15;86487;1.680672268907563;0.13759293304196007;0.0023124862696127743
La Rioja;4016;348.0;2020-05-15;316798;8.665338645418327;1.267684770737189;0.10984917834077235
Galicia;9323;601.0;2020-05-15;2699499;6.446422825270836;0.34536037983344314;0.022263390355025135
Ceuta;116;4.0;2020-05-15;84777;3.4482758620689653;0.13682956462248017;0.00471826084905104
Madrid;66005;8809.0;2020-05-15;6663394;13.345958639497008;0.9905612665257375;0.13219989692940265
Castilla-Leon;18272;1930.0;2020-05-15;2399548;10.562609457092819;0.7614767447869348;0.08043181465842733
Aragon;5432;837.0;2020-05-15;1319291;15.408689248895435;0.4117363038177324;0.06344316758016237
Asturias;2359;310.0;2020-05-15;1022800;13.141161509114031;0.23064137661321862;0.030308955807587017
Baleares;1967;216.0;2020-05-15;1149460;10.98118962887646;0.1711238320602718;0.018791432498738537
Valencia;10813;1358.0;2020-05-15;5003769;12.558956811245723;0.21609710600149606;0.027139542213079782
Andalucia;12401;1344.0;2020-05-15;8414240;10.837835658414644;0.14738110631500884;0.015972922093974024
Canarias;2280;151.0;2020-05-15;2153389;6.62280701754386;0.1058796158055976;0.007012202625721595
Cantabria;2263;206.0;2020-05-15;581078;9.102960671674769;0.38944857661105736;0.03545135076530173
Castilla-La Mancha;16513;2870.0;2020-05-15;2032863;17.38024586689275;0.8123026490225854;0.14118019758340822
Cataluña;55464;5882.0;2020-05-15;7675217;10.6050771671715;0.7226375488797255;0.07663626969765154
Ceuta;116;4.0;2020-05-16;84777;3.4482758620689653;0.13682956462248017;0.00471826084905104
Pais Vasco;13291;1455.0;2020-05-16;2207776;10.947257542698067;0.6020085370979664;0.06590342498514343
Navarra;5137;501.0;2020-05-16;2153389;9.752773992602686;0.23855420455848897;0.023265652420440524
Murcia;1542;144.0;2020-05-16;1493898;9.33852140077821;0.10321989854729038;0.00963921231570027
Melilla;119;2.0;2020-05-16;86487;1.680672268907563;0.13759293304196007;0.0023124862696127743
Madrid;66210;8826.0;2020-05-16;6663394;13.330312641594926;0.9936377767846236;0.13245502217038344
La Rioja;4020;348.0;2020-05-16;316798;8.656716417910447;1.268947404970991;0.10984917834077235
Galicia;9041;604.0;2020-05-16;2699499;6.680676916270324;0.33491399700462937;0.022374522087246558
Extremadura;2958;497.0;2020-05-16;1067710;16.80189317106153;0.27704151876445854;0.0465482200222907
Total;230698;27563.0;2020-05-16;48525383;11.947654509358555;0.47541716466204914;0.0568012003120099
Cataluña;55685;5915.0;2020-05-16;7675217;10.622250157133879;0.7255169462961112;0.0770662249679716
Castilla-La Mancha;16587;2883.0;2020-05-16;2032863;17.381081569904143;0.8159428353017395;0.14181968976758394
Cantabria;2265;206.0;2020-05-16;581078;9.094922737306844;0.38979276448256517;0.03545135076530173
Canarias;2284;151.0;2020-05-16;2153389;6.611208406304729;0.10606536951753724;0.007012202625721595
Valencia;10850;1365.0;2020-05-16;5003769;12.580645161290322;0.21683654860965804;0.027279436760569882
Baleares;1982;216.0;2020-05-16;1149460;10.898082744702322;0.17242879265046196;0.018791432498738537
Asturias;2366;313.0;2020-05-16;1022800;13.229078613693998;0.23132577238951896;0.03060226828314431
Aragon;5456;838.0;2020-05-16;1319291;15.359237536656892;0.4135554627447621;0.06351896586878862
Andalucia;12420;1355.0;2020-05-16;8414240;10.909822866344605;0.14760691399342069;0.016103652855159824
Castilla-Leon;18369;1940.0;2020-05-16;2399548;10.561271707768523;0.7655191727775398;0.08084855981209794
Galicia;9041;604.0;2020-05-17;2699499;6.680676916270324;0.33491399700462937;0.022374522087246558
La Rioja;4020;348.0;2020-05-17;316798;8.656716417910447;1.268947404970991;0.10984917834077235
Melilla;119;2.0;2020-05-17;86487;1.680672268907563;0.13759293304196007;0.0023124862696127743
Extremadura;2958;497.0;2020-05-17;1067710;16.80189317106153;0.27704151876445854;0.0465482200222907
Navarra;5137;501.0;2020-05-17;2153389;9.752773992602686;0.23855420455848897;0.023265652420440524
Pais Vasco;13291;1455.0;2020-05-17;2207776;10.947257542698067;0.6020085370979664;0.06590342498514343
Total;230698;27563.0;2020-05-17;48525383;11.947654509358555;0.47541716466204914;0.0568012003120099
Murcia;1542;144.0;2020-05-17;1493898;9.33852140077821;0.10321989854729038;0.00963921231570027
Ceuta;116;4.0;2020-05-17;84777;3.4482758620689653;0.13682956462248017;0.00471826084905104
Madrid;66210;8826.0;2020-05-17;6663394;13.330312641594926;0.9936377767846236;0.13245502217038344
Castilla-Leon;18369;1940.0;2020-05-17;2399548;10.561271707768523;0.7655191727775398;0.08084855981209794
Andalucia;12420;1355.0;2020-05-17;8414240;10.909822866344605;0.14760691399342069;0.016103652855159824
Aragon;5456;838.0;2020-05-17;1319291;15.359237536656892;0.4135554627447621;0.06351896586878862
Asturias;2366;313.0;2020-05-17;1022800;13.229078613693998;0.23132577238951896;0.03060226828314431
Baleares;1982;216.0;2020-05-17;1149460;10.898082744702322;0.17242879265046196;0.018791432498738537
Cataluña;55685;5915.0;2020-05-17;7675217;10.622250157133879;0.7255169462961112;0.0770662249679716
Canarias;2284;151.0;2020-05-17;2153389;6.611208406304729;0.10606536951753724;0.007012202625721595
Cantabria;2265;206.0;2020-05-17;581078;9.094922737306844;0.38979276448256517;0.03545135076530173
Castilla-La Mancha;16587;2883.0;2020-05-17;2032863;17.381081569904143;0.8159428353017395;0.14181968976758394
Valencia;10850;1365.0;2020-05-17;5003769;12.580645161290322;0.21683654860965804;0.027279436760569882
Galicia;9056;607.0;2020-05-18;2699499;6.70273851590106;0.3354696556657365;0.022485653819467984
Total;231606;27709.0;2020-05-18;48525383;11.963852404514563;0.4772883503052413;0.057102073774461505
Pais Vasco;13422;1466.0;2020-05-18;2207776;10.922366264342125;0.6079421100691375;0.06640166393692114
Navarra;5178;503.0;2020-05-18;2153389;9.714175357280803;0.24045818010587033;0.023358529276410345
Murcia;1556;145.0;2020-05-18;1493898;9.318766066838046;0.10415704418909456;0.009706151290114854
Melilla;121;2.0;2020-05-18;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Madrid;66302;8863.0;2020-05-18;6663394;13.367620886247776;0.9950184545593432;0.13301029475369458
La Rioja;4024;351.0;2020-05-18;316798;8.722664015904572;1.270210039204793;0.11079615401612383
Extremadura;2948;500.0;2020-05-18;1067710;16.960651289009498;0.2761049348605895;0.046829195193451405
Ceuta;116;4.0;2020-05-18;84777;3.4482758620689653;0.13682956462248017;0.00471826084905104
Cataluña;55921;5956.0;2020-05-18;7675217;10.650739435990058;0.7285917779262788;0.07760041181897528
Castilla-Leon;18512;1953.0;2020-05-18;2399548;10.549913569576491;0.7714786284750295;0.08139032851186974
Castilla-La Mancha;16648;2898.0;2020-05-18;2032863;17.40749639596348;0.8189435293967179;0.14255756536470976
Cantabria;2271;207.0;2020-05-18;581078;9.114927344782034;0.39082532809708853;0.03562344470105563
Canarias;2294;153.0;2020-05-18;2153389;6.669572798605056;0.10652975379738636;0.007105079481691418
Valencia;10914;1370.0;2020-05-18;5003769;12.55268462525197;0.21811558447242468;0.027379361437348527
Baleares;1993;218.0;2020-05-18;1149460;10.938283993978926;0.17338576374993475;0.01896542724409723
Asturias;2369;317.0;2020-05-18;1022800;13.381173490924441;0.23161908486507626;0.030993351583887368
Aragon;5503;838.0;2020-05-18;1319291;15.228057423223696;0.4171179823101954;0.06351896586878862
Andalucia;12458;1358.0;2020-05-18;8414240;10.900626103708461;0.14805852935024436;0.016139306699119588
Extremadura;2953;504.0;2020-05-19;1067710;17.067389095834745;0.276573226812524;0.04720382875499902
Galicia;9058;607.0;2020-05-19;2699499;6.701258555972621;0.33554374348721744;0.022485653819467984
La Rioja;4027;352.0;2020-05-19;316798;8.740998261733301;1.2711570148801445;0.11111181257457434
Madrid;66643;8894.0;2020-05-19;6663394;13.345737736896599;1.0001359667460756;0.13347552313430663
Pais Vasco;13409;1470.0;2020-05-19;2207776;10.962786188380939;0.6073532822170365;0.06658284173756758
Murcia;1558;145.0;2020-05-19;1493898;9.306803594351733;0.10429092213792374;0.009706151290114854
Navarra;5202;503.0;2020-05-19;2153389;9.669357939254134;0.2415727023775082;0.023358529276410345
Ceuta;117;4.0;2020-05-19;84777;3.4188034188034186;0.13800912983474292;0.00471826084905104
Melilla;121;2.0;2020-05-19;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Total;232037;27778.0;2020-05-19;48525383;11.971366635493478;0.47817654525261555;0.057244267397126986
Cataluña;55825;5981.0;2020-05-19;7675217;10.71383788625168;0.727340998958075;0.07792613550861167
Castilla-La Mancha;16677;2900.0;2020-05-19;2032863;17.389218684415663;0.8203700888844945;0.14265594877765989
Andalucia;12471;1358.0;2020-05-19;8414240;10.889263090369658;0.14821302934073666;0.016139306699119588
Aragon;5520;843.0;2020-05-19;1319291;15.271739130434783;0.41840655321684145;0.06389795731191981
Asturias;2373;303.0;2020-05-19;1022800;12.768647281921618;0.23201016816581932;0.029624560031286665
Castilla-Leon;18549;1960.0;2020-05-19;2399548;10.566607364278397;0.7730205855436107;0.08168205011943916
Valencia;10962;1370.0;2020-05-19;5003769;12.497719394271119;0.21907486136949966;0.027379361437348527
Canarias;2294;155.0;2020-05-19;2153389;6.756756756756757;0.10652975379738636;0.00719795633766124
Cantabria;2273;208.0;2020-05-19;581078;9.150901891772987;0.3911695159685963;0.03579553863680952
Baleares;2005;219.0;2020-05-19;1149460;10.922693266832917;0.17442973222208688;0.019052424616776573
Extremadura;3040;504.0;2020-05-20;1067710;16.57894736842105;0.2847215067761845;0.04720382875499902
Pais Vasco;13435;1480.0;2020-05-20;2207776;11.016002977298102;0.6085309379212384;0.06703578623918369
Navarra;5136;503.0;2020-05-20;2153389;9.79361370716511;0.23850776613050406;0.023358529276410345
Murcia;1560;148.0;2020-05-20;1493898;9.487179487179487;0.10442480008675291;0.009906968213358609
Melilla;121;2.0;2020-05-20;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Madrid;66860;8912.0;2020-05-20;6663394;13.329344899790607;1.00339256541036;0.13374565574240393
La Rioja;4033;353.0;2020-05-20;316798;8.752789486734441;1.2730509662308473;0.11142747113302483
Galicia;9067;607.0;2020-05-20;2699499;6.694606815925885;0.3358771386838817;0.022485653819467984
Total;232555;27888.0;2020-05-20;48525383;11.992001892025542;0.4792440278111767;0.057470952882535724
Ceuta;119;4.0;2020-05-20;84777;3.361344537815126;0.14036826025926843;0.00471826084905104
Castilla-Leon;18586;1960.0;2020-05-20;2399548;10.545571935865706;0.7745625426121919;0.08168205011943916
Castilla-La Mancha;16739;2913.0;2020-05-20;2032863;17.40247326602545;0.8234199746859479;0.1432954409618356
Cantabria;2277;209.0;2020-05-20;581078;9.178743961352657;0.39185789171161184;0.035967632572563406
Canarias;2300;155.0;2020-05-20;2153389;6.739130434782608;0.10680838436529581;0.00719795633766124
Valencia;10949;1378.0;2020-05-20;5003769;12.585624257923097;0.2188150572098752;0.027539240920194358
Baleares;2018;221.0;2020-05-20;1149460;10.951437066402379;0.17556069806691837;0.019226419362135264
Asturias;2374;304.0;2020-05-20;1022800;12.805391743892166;0.2321079389910051;0.02972233085647243
Aragon;5551;843.0;2020-05-20;1319291;15.186452891370925;0.4207563001642549;0.06389795731191981
Andalucia;12502;1371.0;2020-05-20;8414240;10.966245400735882;0.14858145239498755;0.016293806689611896
Cataluña;55888;6021.0;2020-05-20;7675217;10.773332379043802;0.7281618226559587;0.07844729341202991
Galicia;9077;608.0;2020-05-21;2699499;6.698248319929492;0.33624757779128644;0.022522697730208457
La Rioja;4033;354.0;2020-05-21;316798;8.777584924373915;1.2730509662308473;0.11174312969147532
Madrid;67049;8931.0;2020-05-21;6663394;13.320109173887754;1.0062289577953818;0.13403079571761778
Melilla;121;2.0;2020-05-21;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Extremadura;3042;505.0;2020-05-21;1067710;16.600920447074294;0.28490882355695835;0.04729748714538592
Navarra;5195;506.0;2020-05-21;2153389;9.740134744947065;0.2412476333816138;0.02349784456036508
Pais Vasco;13421;1483.0;2020-05-21;2207776;11.049847254302959;0.6078968156189758;0.06717166958966851
Total;233037;27940.0;2020-05-21;48525383;11.989512395027399;0.48023732239269495;0.05757811329381986
Murcia;1570;149.0;2020-05-21;1493898;9.490445859872612;0.10509418983089876;0.009973907187773195
Ceuta;119;4.0;2020-05-21;84777;3.361344537815126;0.14036826025926843;0.00471826084905104
Valencia;10987;1383.0;2020-05-21;5003769;12.587603531446256;0.2195744847533929;0.027639165596973003
Castilla-Leon;18627;1960.0;2020-05-21;2399548;10.522360015031943;0.7762711977422414;0.08168205011943916
Castilla-La Mancha;16789;2919.0;2020-05-21;2032863;17.386383941866697;0.8258795600097006;0.14359059120068593
Cantabria;2279;209.0;2020-05-21;581078;9.170688898639755;0.39220207958311964;0.035967632572563406
Canarias;2307;155.0;2020-05-21;2153389;6.718682271348071;0.10713345336119019;0.00719795633766124
Cataluña;55888;6021.0;2020-05-21;7675217;10.773332379043802;0.7281618226559587;0.07844729341202991
Baleares;2024;221.0;2020-05-21;1149460;10.91897233201581;0.17608268230299445;0.019226419362135264
Asturias;2374;307.0;2020-05-21;1022800;12.931760741364785;0.2321079389910051;0.03001564333202972
Aragon;5588;848.0;2020-05-21;1319291;15.175375805297065;0.42356083684342577;0.06427694875505101
Andalucia;12547;1375.0;2020-05-21;8414240;10.958794931059217;0.149116260054384;0.016341345148224915
Galicia;9084;609.0;2020-05-22;2699499;6.704095112285337;0.33650688516646976;0.02255974164094893
La Rioja;4036;356.0;2020-05-22;316798;8.820614469772051;1.2739979419061989;0.11237444680837631
Madrid;67425;8944.0;2020-05-22;6663394;13.265109380793474;1.0118717278311924;0.1342258914901325
Melilla;121;2.0;2020-05-22;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Total;234824;28628.0;2020-05-22;48525383;12.191258133751235;0.483919931142017;0.05899592796619452
Navarra;5200;508.0;2020-05-22;2153389;9.76923076923077;0.24147982552153838;0.023590721416334903
Pais Vasco;13454;1487.0;2020-05-22;2207776;11.052475100341907;0.609391532474309;0.06735284739031495
Extremadura;3044;506.0;2020-05-22;1067710;16.62286465177398;0.2850961403377322;0.047391145535772825
Murcia;1572;149.0;2020-05-22;1493898;9.478371501272264;0.10522806777972793;0.009973907187773195
Ceuta;124;4.0;2020-05-22;84777;3.225806451612903;0.14626608632058224;0.00471826084905104
Cataluña;57036;6656.0;2020-05-22;7675217;11.66982256820254;0.7431190544840621;0.0867206751287944
Castilla-Leon;18674;1961.0;2020-05-22;2399548;10.501231658991111;0.7782298999644933;0.08172372463480622
Aragon;5618;858.0;2020-05-22;1319291;15.272338910644358;0.42583478550221293;0.06503493164131341
Asturias;2376;307.0;2020-05-22;1022800;12.92087542087542;0.23230348064137663;0.03001564333202972
Baleares;2037;222.0;2020-05-22;1149460;10.89837997054492;0.17721364814782595;0.01931341673481461
Andalucia;12576;1377.0;2020-05-22;8414240;10.94942748091603;0.1494609138793284;0.016365114377531423
Canarias;2312;155.0;2020-05-22;2153389;6.704152249134948;0.10736564550111476;0.00719795633766124
Cantabria;2284;209.0;2020-05-22;581078;9.15061295971979;0.3930625492618891;0.035967632572563406
Castilla-La Mancha;16830;2929.0;2020-05-22;2032863;17.40344622697564;0.8278964199751778;0.14408250826543648
Valencia;11021;1389.0;2020-05-22;5003769;12.603212049723256;0.22025397255548768;0.027759075209107375
Galicia;9098;610.0;2020-05-23;2699499;6.704770279182238;0.33702549991683645;0.022596785551689407
Total;235290;28678.0;2020-05-23;48525383;12.188363296357686;0.48488025328929396;0.05909896682319849
Pais Vasco;13467;1494.0;2020-05-23;2207776;11.09378480730675;0.6099803603264099;0.06766990854144624
Navarra;5205;509.0;2020-05-23;2153389;9.779058597502402;0.24171201766146294;0.023637159844319813
Murcia;1575;149.0;2020-05-23;1493898;9.46031746031746;0.1054288847029717;0.009973907187773195
Melilla;121;2.0;2020-05-23;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Madrid;67610;8956.0;2020-05-23;6663394;13.246561159591776;1.014648090747748;0.13440597989553071
La Rioja;4036;357.0;2020-05-23;316798;8.845391476709613;1.2739979419061989;0.11269010536682682
Extremadura;3048;507.0;2020-05-23;1067710;16.633858267716537;0.2854707738992798;0.047484803926159724
Ceuta;125;4.0;2020-05-23;84777;3.2;0.147445651532845;0.00471826084905104
Andalucia;12597;1389.0;2020-05-23;8414240;11.026434865444154;0.1497104907870467;0.016507729753370476
Aragon;5627;858.0;2020-05-23;1319291;15.247911853563178;0.42651697009984907;0.06503493164131341
Asturias;2377;307.0;2020-05-23;1022800;12.915439629785444;0.23240125146656238;0.03001564333202972
Baleares;2039;222.0;2020-05-23;1149460;10.887690044139283;0.17738764289318462;0.01931341673481461
Valencia;11051;1390.0;2020-05-23;5003769;12.578047235544295;0.22085352061615954;0.027779060144463102
Cataluña;57114;6663.0;2020-05-23;7675217;11.66614140140771;0.7441353123957277;0.0868118777618926
Cantabria;2287;209.0;2020-05-23;581078;9.138609532138172;0.39357883106915076;0.035967632572563406
Castilla-La Mancha;16855;2934.0;2020-05-23;2032863;17.407297537822604;0.8291262126370542;0.14432846679781175
Castilla-Leon;18737;1961.0;2020-05-23;2399548;10.465923039974383;0.7808553944326181;0.08172372463480622
Canarias;2321;157.0;2020-05-23;2153389;6.764325721671693;0.10778359135297895;0.007290833193631063
Extremadura;3047;506.0;2020-05-24;1067710;16.60649819494585;0.2853771155088929;0.047391145535772825
Total;235772;28752.0;2020-05-24;48525383;12.19483229560762;0.4858735478708123;0.05925146433156437
Pais Vasco;13476;1494.0;2020-05-24;2207776;11.086375779162957;0.6103880103778644;0.06766990854144624
Navarra;5219;509.0;2020-05-24;2153389;9.752826211917991;0.2423621556532517;0.023637159844319813
Murcia;1579;149.0;2020-05-24;1493898;9.436352121595947;0.10569664060063003;0.009973907187773195
Melilla;121;2.0;2020-05-24;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Madrid;67871;8977.0;2020-05-24;6663394;13.226562154675783;1.0185650135651592;0.1347211346049776
La Rioja;4036;358.0;2020-05-24;316798;8.870168483647175;1.2739979419061989;0.11300576392527731
Galicia;9105;613.0;2020-05-24;2699499;6.732564524986271;0.33728480729201976;0.02270791728391083
Cataluña;57148;6701.0;2020-05-24;7675217;11.725694687478127;0.7445782966136332;0.08730697777013992
Cantabria;2289;209.0;2020-05-24;581078;9.130624726955002;0.39392301894065856;0.035967632572563406
Castilla-Leon;18789;1961.0;2020-05-24;2399548;10.436957794454202;0.7830224692317053;0.08172372463480622
Castilla-La Mancha;16889;2940.0;2020-05-24;2032863;17.40778021197229;0.8307987306572061;0.1446236170366621
Canarias;2322;157.0;2020-05-24;2153389;6.761412575366064;0.10783002978096387;0.007290833193631063
Valencia;11073;1393.0;2020-05-24;5003769;12.580149914205725;0.22129318919398558;0.02783901495053029
Baleares;2041;222.0;2020-05-24;1149460;10.87702106810387;0.17756163763854332;0.01931341673481461
Asturias;2397;308.0;2020-05-24;1022800;12.849395077179809;0.23435666797027768;0.030113414157215485
Aragon;5646;858.0;2020-05-24;1319291;15.196599362380447;0.42795713758374765;0.06503493164131341
Andalucia;12600;1391.0;2020-05-24;8414240;11.03968253968254;0.1497461446310065;0.016531498982676987
Ceuta;124;4.0;2020-05-24;84777;3.225806451612903;0.14626608632058224;0.00471826084905104
Madrid;67932;8686.0;2020-05-25;6663394;12.786315727492198;1.0194804629592666;0.130353990774071
Galicia;9079;607.0;2020-05-25;2699499;6.685758343429893;0.3363216656127674;0.022485653819467984
La Rioja;4041;358.0;2020-05-25;316798;8.859193268992824;1.2755762346984514;0.11300576392527731
Melilla;121;2.0;2020-05-25;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Extremadura;2952;506.0;2020-05-25;1067710;17.14092140921409;0.2764795684221371;0.047391145535772825
Navarra;5195;490.0;2020-05-25;2153389;9.432146294513956;0.2412476333816138;0.022754829712606502
Pais Vasco;13478;1424.0;2020-05-25;2207776;10.565365781273186;0.6104785992781876;0.06449929703013349
Total;235400;26834.0;2020-05-25;48525383;11.399320305862362;0.48510693877470273;0.05529889377689198
Murcia;1573;139.0;2020-05-25;1493898;8.83661792752702;0.10529500675414252;0.009304517443627343
Ceuta;124;4.0;2020-05-25;84777;3.225806451612903;0.14626608632058224;0.00471826084905104
Andalucia;12450;1334.0;2020-05-25;8414240;10.714859437751004;0.1479634524330183;0.01585407594744148
Castilla-Leon;18555;1913.0;2020-05-25;2399548;10.309889517650229;0.7732706326358131;0.07972334789718731
Aragon;5600;826.0;2020-05-25;1319291;14.75;0.4244704163069406;0.06260938640527375
Asturias;2380;288.0;2020-05-25;1022800;12.100840336134453;0.23269456394211968;0.028157997653500196
Baleares;2035;211.0;2020-05-25;1149460;10.368550368550368;0.17703965340246725;0.018356445635341813
Cataluña;57320;5575.0;2020-05-25;7675217;9.726099092812282;0.7468192755983316;0.07263638278891658
Canarias;2317;150.0;2020-05-25;2153389;6.473888649115235;0.1075978376410393;0.006965764197736684
Cantabria;2283;202.0;2020-05-25;581078;8.848007008322384;0.3928904553261352;0.03476297502228617
Castilla-La Mancha;16909;2788.0;2020-05-25;2032863;16.4882606895736;0.8317825647867072;0.13714647765245372
Valencia;11056;1331.0;2020-05-25;5003769;12.038712011577424;0.22095344529293817;0.026599948958475103
Galicia;9108;607.0;2020-05-26;2699499;6.6644707949055775;0.33739593902424114;0.022485653819467984
Total;236259;27117.0;2020-05-26;48525383;11.477657993981182;0.486877146338031;0.05588209370753447
Pais Vasco;13486;1424.0;2020-05-26;2207776;10.559098324188048;0.6108409548794805;0.06449929703013349
Navarra;5199;490.0;2020-05-26;2153389;9.42488940180804;0.24143338709355347;0.022754829712606502
Murcia;1587;148.0;2020-05-26;1493898;9.325771896660365;0.10623215239594672;0.009906968213358609
Melilla;121;2.0;2020-05-26;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Madrid;68066;8691.0;2020-05-26;6663394;12.768489407339935;1.02149145015288;0.13042902760965358
La Rioja;4044;360.0;2020-05-26;316798;8.90207715133531;1.276523210373803;0.1136370810421783
Extremadura;2955;507.0;2020-05-26;1067710;17.15736040609137;0.2767605435932978;0.047484803926159724
Ceuta;124;5.0;2020-05-26;84777;4.032258064516129;0.14626608632058224;0.0058978260613138
Andalucia;12612;1404.0;2020-05-26;8414240;11.132254995242626;0.14988876000684553;0.016685998973169296
Castilla-Leon;18591;1922.0;2020-05-26;2399548;10.338335753859395;0.7747709151890273;0.08009841853549085
Castilla-La Mancha;16992;2945.0;2020-05-26;2032863;17.33168549905838;0.8358654764241368;0.14486957556903737
Cantabria;2283;202.0;2020-05-26;581078;8.848007008322384;0.3928904553261352;0.03476297502228617
Canarias;2323;150.0;2020-05-26;2153389;6.457167455876022;0.10787646820894878;0.006965764197736684
Valencia;11089;1332.0;2020-05-26;5003769;12.011903688339796;0.22161294815967725;0.02661993389383083
Baleares;2111;209.0;2020-05-26;1149460;9.900521080056846;0.18365145372609748;0.01818245088998312
Asturias;2399;310.0;2020-05-26;1022800;12.922050854522718;0.2345522096206492;0.030308955807587017
Aragon;5600;826.0;2020-05-26;1319291;14.75;0.4244704163069406;0.06260938640527375
Cataluña;57569;5583.0;2020-05-26;7675217;9.697927704146329;0.7500634835471102;0.07274061436960023
Galicia;9108;607.0;2020-05-27;2699499;6.6644707949055775;0.33739593902424114;0.022485653819467984
La Rioja;4044;360.0;2020-05-27;316798;8.90207715133531;1.276523210373803;0.1136370810421783
Madrid;68066;8691.0;2020-05-27;6663394;12.768489407339935;1.02149145015288;0.13042902760965358
Melilla;121;2.0;2020-05-27;86487;1.6528925619834711;0.13990541931157283;0.0023124862696127743
Extremadura;2955;507.0;2020-05-27;1067710;17.15736040609137;0.2767605435932978;0.047484803926159724
Navarra;5199;490.0;2020-05-27;2153389;9.42488940180804;0.24143338709355347;0.022754829712606502
Pais Vasco;13486;1424.0;2020-05-27;2207776;10.559098324188048;0.6108409548794805;0.06449929703013349
Total;236259;27117.0;2020-05-27;48525383;11.477657993981182;0.486877146338031;0.05588209370753447
Murcia;1587;148.0;2020-05-27;1493898;9.325771896660365;0.10623215239594672;0.009906968213358609
Ceuta;124;5.0;2020-05-27;84777;4.032258064516129;0.14626608632058224;0.0058978260613138
Andalucia;12612;1404.0;2020-05-27;8414240;11.132254995242626;0.14988876000684553;0.016685998973169296
Castilla-Leon;18591;1922.0;2020-05-27;2399548;10.338335753859395;0.7747709151890273;0.08009841853549085
Castilla-La Mancha;16992;2945.0;2020-05-27;2032863;17.33168549905838;0.8358654764241368;0.14486957556903737
Cantabria;2283;202.0;2020-05-27;581078;8.848007008322384;0.3928904553261352;0.03476297502228617
Canarias;2323;150.0;2020-05-27;2153389;6.457167455876022;0.10787646820894878;0.006965764197736684
Valencia;11089;1332.0;2020-05-27;5003769;12.011903688339796;0.22161294815967725;0.02661993389383083
Baleares;2111;209.0;2020-05-27;1149460;9.900521080056846;0.18365145372609748;0.01818245088998312
Asturias;2399;310.0;2020-05-27;1022800;12.922050854522718;0.2345522096206492;0.030308955807587017
Aragon;5600;826.0;2020-05-27;1319291;14.75;0.4244704163069406;0.06260938640527375
